Timestamp (UTC),Day created,Time created,Content,Total Likes,Total Comments,Total Shares,Post Type
Wed Jan 06 19:12:21 UTC 2016,Wednesday,19:12:21,ICYMI: Our President and CEO Brian Stann was named one of 25 veterans poised for success in 2016. Congratulations Brian!,70,0,9,LINK
Wed Jan 06 00:00:18 UTC 2016,Wednesday,0:00:18,A successful transition from the military to a civilian career starts with Hire Heroes USA. Learn more and register online.,9,0,2,LINK
Tue Jan 05 21:56:16 UTC 2016,Tuesday,21:56:16,"Hire Heroes USA will be at Fort Hood, TX January 20-21 teaching a transition workshop. This workshop is open to transitioning military, veterans or their spouses.  Register today and take the first steps to finding a new career http://hubs.ly/H01LmLW0.",26,0,15,PHOTO
Tue Jan 05 19:10:16 UTC 2016,Tuesday,19:10:16,Now you can earn industry-recognized training and certifications from Shaw Academy and Flatiron School for free. Visit our website for details.,9,0,8,LINK
Mon Jan 04 16:13:48 UTC 2016,Monday,16:13:48,"Transitioning military and veterans, apply to go on a free coast-to-coast adventure with Roadtrip Nation and the USO to hear the incredible stories of veterans thriving in the civilian workforce. http://hubs.ly/H01Fhtl0",10,0,2,PHOTO
Sat Jan 02 20:30:13 UTC 2016,Saturday,20:30:13,"We’ve partnered with Shaw Academy and Flatiron School to offer free, industry-recognized certifications to transitioning military members, veterans and spouses. Get started today!",25,1,3,LINK
Fri Jan 01 19:10:13 UTC 2016,Friday,19:10:13,Happy New Year from Hire Heroes USA. Our New Year’s Resolution is to help even more veterans and military spouses find jobs. What’s yours?,207,10,53,PHOTO
Thu Dec 31 19:08:06 UTC 2015,Thursday,19:08:06,"Thank you to all of you who donated this year.  We could not have been successful without you http://hubs.ly/H01FcQV0.  From our team to you and your family, Happy New Year!  If you are still needing to get those last minute tax deductible donations in, donate here to help veterans in 2016 http://hubs.ly/H01FcQW0",22,3,2,PHOTO
Wed Dec 30 21:54:45 UTC 2015,Wednesday,21:54:45,"Thank you to everyone who donated to Hire Heroes USA in 2015.  Your donations helped change the lives of over 3,000 veterans and their spouses by giving them the gift of employment http://hubs.ly/H01FcR00.  Well Done!  There is still work to be done and it is not too late to get your donation in before the new year.  Donate today http://hubs.ly/H01FcR10",86,3,24,PHOTO
Tue Dec 29 23:30:23 UTC 2015,Tuesday,23:30:23,Enhance your resume or LinkedIn profile with new free training programs and opportunities from our partners.,2,0,1,LINK
Tue Dec 29 20:00:06 UTC 2015,Tuesday,20:00:06,"Transitioning military and veterans, apply to go on a free coast-to-coast adventure with Roadtrip Nation and the USO to hear the incredible stories of veterans thriving in the civilian workforce. http://hubs.ly/H01FhNX0",15,0,8,PHOTO
Tue Dec 29 16:09:24 UTC 2015,Tuesday,16:09:24,Your donation to Hire Heroes USA will turn obstacles into opportunities for veterans and their spouses in 2016.  Give the gift of employment today by donating today. http://hubs.ly/H01Dnsj0,13,0,6,PHOTO
Mon Dec 28 16:15:04 UTC 2015,Monday,16:15:04,Start 2016 off right by looking good in a new AWEARNESS Kenneth Cole suit.  Kenneth Cole Productions will donate 1% of gross margin from all AWEARNESS Kenneth Cole products sold at Men’s Wearhouse to support the services needed to help our veteran's transition back into the workforce.,2,0,1,LINK
Sun Dec 27 21:50:14 UTC 2015,Sunday,21:50:14,"Professionally written résumé can cost over $100, but because of your donations we are able to provide this FREE for transitioning service members, veterans, and their spouses.  Donate today and provide our nation’s heroes’ with the tools they need for civilian success. http://hubs.ly/H01D7Sk0",23,1,4,PHOTO
Sat Dec 26 21:48:47 UTC 2015,Saturday,21:48:47,"You’ve served your country proudly. But now that your service has ended, how do you decide what’s next? Hit the road this spring with Roadtrip Nation and the USO to discover the possibilities.",41,2,5,LINK
Sat Dec 26 19:04:35 UTC 2015,Saturday,19:04:35,Make a difference in the lives of our nation’s heroes and their families this holiday season by donating today. http://hubs.ly/H01D7xF0  This is how your donation will impact their lives……,20,0,6,PHOTO
Thu Dec 24 00:00:04 UTC 2015,Thursday,0:00:04,"The Hire Heroes USA offices will be closed December 24, 2015 through January 3, 2016. We will resume normal operations on Monday, January 4. We hope you and your family have a Merry Christmas and a Happy New Year.",27,1,6,PHOTO
Wed Dec 23 21:33:00 UTC 2015,Wednesday,21:33:00,"Our team members in Auburn, WA, along with the rest of us at Hire Heroes USA, wish you Happy Holidays!",128,5,7,PHOTO
Wed Dec 23 19:11:42 UTC 2015,Wednesday,19:11:42,"When you donate $10, you provide a transitioning service member, veteran or spouse with a critical career counseling session that will pave the way for their success in the civilian workforce.  Give back this holiday season by providing for their future. http://hubs.ly/H01D7Rq0",4,0,1,PHOTO
Wed Dec 23 18:33:01 UTC 2015,Wednesday,18:33:01,WATM named Hire Heroes USA President and CEO Brian Stann one of the Mighty 25 veterans poised for impact in 2016 for his work leading Hire Heroes USA. Click to read the full article.,123,5,20,LINK
Wed Dec 23 16:13:10 UTC 2015,Wednesday,16:13:10,Become a better job candidate with new training programs offered through Hire Heroes USA.,26,2,8,LINK
Wed Dec 23 12:30:06 UTC 2015,Wednesday,12:30:06,"Good morning talk radio listeners! Switch over to KGAB at 9am EST, 7am MST as Brian Stann joins U.S. Army veteran Gary Freeman to discuss Hire Heroes USA.",25,1,8,LINK
Wed Dec 23 00:00:35 UTC 2015,Wednesday,0:00:35,"Service members meet significant obstacles when transitioning to the civilian work force, but your donations help turn those obstacles into opportunities http://hubs.ly/H01FWYm0.  By donating today, you can create more opportunities for veterans in need.  Give back this Christmas and donate now http://hubs.ly/H01FWYn0",2,0,1,LINK
Tue Dec 22 21:56:56 UTC 2015,Tuesday,21:56:56,Now you can earn industry-recognized training and certifications from Shaw Academy and Flatiron School for free. Visit our website for details.,4,0,2,LINK
Tue Dec 22 19:06:31 UTC 2015,Tuesday,19:06:31,Tune in tomorrow morning as our President and CEO Brian Stann joins KGAB Mornings with Gary Freeman to discuss Hire Heroes USA. This conversation between two U.S. military veterans is one you won’t want to miss.,42,1,7,LINK
Tue Dec 22 17:30:21 UTC 2015,Tuesday,17:30:21,"This time of year is for all kinds of celebrations. We want to congratulate Kwami, our Plano, TX Office Manager, on graduating from The University of Texas at Dallas with his Master of Public Administration last week. Way to go Kwami!",200,15,14,PHOTO
Tue Dec 22 16:15:08 UTC 2015,Tuesday,16:15:08,"The first day of winter is upon us, and the Hire Heroes USA team is all cozy in the office with a cup of cocoa.",51,4,11,PHOTO
Mon Dec 21 21:52:11 UTC 2015,Monday,21:52:11,"We’ve partnered with Shaw Academy and Flatiron School to offer free, industry-recognized certifications to transitioning military members, veterans and spouses. Get started today!",31,1,13,LINK
Mon Dec 21 19:11:41 UTC 2015,Monday,19:11:41,"When you donate to Hire Heroes USA, you provide opportunities at no cost for transitioning military members, veterans and their spouses.  One such opportunity is to attend a career transition workshop where they learn valuable skills to obtain employment. Give the gift of employment and donate today http://hubs.ly/H01D7vw0",8,0,1,LINK
Mon Dec 21 16:15:55 UTC 2015,Monday,16:15:55,"Hire Heroes USA President and CEO will be a guest on KGAB Mornings with Gary Freeman this Wednesday at 9am EST, 7am MST to discuss our programs and impact on veterans. You can listen live during your morning commute or at your desk through the KGAB website.",37,1,4,LINK
Mon Dec 21 16:07:51 UTC 2015,Monday,16:07:51,Roadtrip Nation and the USO are seeking veterans and transitioning service members for an amazing opportunity to travel the country talking with other veterans this spring. Learn more and apply online.,19,1,2,LINK
Sun Dec 20 19:10:03 UTC 2015,Sunday,19:10:03,"Hire Heroes USA works one-on-one with military members, at no cost, prior to their end of active service, to empower them to transform that service into civilian success.  This is only possible because of the generous donations you continue to provide.  Donate today to continue their success http://hubs.ly/H01zlmj0",34,0,6,PHOTO
Sat Dec 19 19:06:03 UTC 2015,Saturday,19:06:03,"Your donations allowed Hire Heroes USA to confirm 1,248 veterans hired in the first 9 months of 2015, with a 47% conversion rate from “helped to hired”.  Help kick of 2016 with even better numbers by donating today http://hubs.ly/H01zlmd0",30,0,5,PHOTO
Sat Dec 19 16:10:38 UTC 2015,Saturday,16:10:38,"We would like to recognize and thank Sockwork for their support of our mission. This month, Sockwork is donating 10% of their sales to Hire Heroes USA. Get your own sock subscription and learn more about Sockwork on their website.",9,0,2,LINK
Sat Dec 19 12:00:03 UTC 2015,Saturday,12:00:03,"Good morning early risers! Take advantage of the FINAL HOURS in our Black Ops III PS4 bundle auction, which includes cool Hire Heroes USA gear and autographed Brian Stann UFC collectibles. Happy bidding.",12,0,2,LINK
Fri Dec 18 21:55:18 UTC 2015,Friday,21:55:18,"Last night, Veteran Transition Specialist Malia and her boyfriend showed their Hire Heroes USA pride at the premiere of Star Wars: The Force Awakens at the historic Chinese Theatre in Hollywood.",83,2,6,PHOTO
Fri Dec 18 20:08:01 UTC 2015,Friday,20:08:01,"Don’t mess with these tacky Texans! Our Plano, TX office is in the Holiday Spirit today. Show us what you’re wearing on Ugly Sweater Day!",33,0,6,PHOTO
Fri Dec 18 19:05:02 UTC 2015,Friday,19:05:02,Set Hire Heroes USA as your preferred charity on AmazonSmile and make an impact with every purchase.,6,0,7,LINK
Fri Dec 18 18:33:00 UTC 2015,Friday,18:33:00,"We busted out our tackiest and ugliest attire to celebrate the holiday season a little differently. Happy Ugly Sweater Day from Hire Heroes USA HQ in Alpharetta, Georgia.",93,1,7,PHOTO
Fri Dec 18 18:19:47 UTC 2015,Friday,18:19:47,"We've added an easier way to register from Facebook! Click the ""Sign Up"" button at the top of our page to be redirected to our website and sign up. https://www.hireheroesusa.org/get-registered/",44,1,21,PHOTO
Fri Dec 18 17:07:12 UTC 2015,Friday,17:07:12,"It's been a year to remember! Last week we set a new one-week hires record, and we've far surpassed our total number of veterans and spouses hired from this time last year. Thanks to everyone who made 2015 our best yet.",132,5,21,LINK
Fri Dec 18 16:14:57 UTC 2015,Friday,16:14:57,"Without effective employment assistance, many former service members could join the ranks of 500,000 veterans already unemployed.  Support these service members and veterans by supporting Hire Heroes USA.  Check out the AWEARNESS Kenneth Cole label at Men’s Wearhouse.  A contribution will be made to Hire Heroes USA on all products sold.",2,0,2,LINK
Thu Dec 17 19:06:14 UTC 2015,Thursday,19:06:14,"For every dollar you invested in Hire Heroes USA, $6.51 was returned in net benefit to the veterans and spouses we service daily.  Your donations are making a huge impact on their lives. Please continue to help this holiday season by donating today…every dollar helps! http://hubs.ly/H01zlm40",20,0,6,PHOTO
Thu Dec 17 17:00:23 UTC 2015,Thursday,17:00:23,"The guided-missile destroyers USS Kidd, left, and USS Wayne E. Meyer display their lights during Naval Base San Diego’s third annual Holiday Lights Open House in San Diego, California. #ThrowbackThursday",111,0,15,PHOTO
Thu Dec 17 16:04:11 UTC 2015,Thursday,16:04:11,"Bid on this Call of Duty: Black Ops III PS4 bundle, now through Saturday, December 19, 12noon EST.",4,0,0,LINK
Wed Dec 16 21:55:28 UTC 2015,Wednesday,21:55:28,"Your donations in 2015 provided employment for over 3,100 veterans and spouses.  Help us raise that number by years end and give the gift of employment this Christmas by donating today http://hubs.ly/H01zl1r0",38,0,12,PHOTO
Wed Dec 16 16:25:43 UTC 2015,Wednesday,16:25:43,"ICYMI: Luke Rockhold donated $5,000 to Hire Heroes USA before becoming the UFC Middleweight Champion this past Saturday. Thank you Luke!",70,0,10,LINK
Tue Dec 15 22:30:20 UTC 2015,Tuesday,22:30:20,"We have ANOTHER Call of Duty: Black Ops III PS4 bundle to auction. The winning prize includes awesome Hire Heroes USA gear and autographed Brian Stann UFC memorabilia. Don't miss out, bid now!",17,0,4,LINK
Tue Dec 15 20:15:14 UTC 2015,Tuesday,20:15:14,"Two team members and Reservists (PO2 Workman, U.S. Navy Reserve, left, 1LT McCloud, U.S. Army Reserve, right) from our Raleigh, NC, office awarded their manager Johnathan with the Patriotic Employer Award from the Employer Support of the Guard and Reserve (ESGR). Congratulations Johnathan!",182,7,20,PHOTO
Tue Dec 15 19:12:17 UTC 2015,Tuesday,19:12:17,Looking to step up your sock game in 2016? Start with Sockwork - awesome socks sent to your door each month. Sign up this month to benefit Hire Heroes USA.,9,0,0,LINK
Tue Dec 15 16:13:17 UTC 2015,Tuesday,16:13:17,"Because of donations like yours we deliver scalable, personalized employment solutions at the intersection of veteran need and taxpayer expense, at no cost to either! Help keep those services free for our nation’s heroes and spouses and #giveback! Donate today http://hubs.ly/H01zl180",20,0,5,PHOTO
Mon Dec 14 22:34:01 UTC 2015,Monday,22:34:01,Are you still looking for that perfect holiday gift? Shop on AmazonSmile and Amazon will donate a portion of your purchase to Hire Heroes USA. Click the link below to get started.,7,1,2,LINK
Mon Dec 14 19:15:32 UTC 2015,Monday,19:15:32,"With the help of your donations, Hire Heroes USA was able to cut the average duration of unemployment for our veterans and spouses from 26 weeks to 13 weeks!  There is still work to be done and need your help.  Give the gift of employment and #giveback this Christmas http://hubs.ly/H01zl140",25,1,9,PHOTO
Mon Dec 14 16:08:25 UTC 2015,Monday,16:08:25,"In the next four years, 1 million men and women are expected to transition from the military to the civilian workforce.  Help them succeed in finding employment by supporting Hire Heroes USA through your purchase at Men’s Wearhouse under the AWEARNESS Kenneth Cole label.  A contribution from your purchase will be made to Hire Heroes USA.",30,1,11,LINK
